source,title,company,experience,salary,location,skills,posted,job_link,search_query,scraped_at,title_clean,job_category,exp_min_years,is_fresher_friendly,salary_clean,skills_list,skills_clean,skills_list_str
Naukri,Data Scientist(Gen AI)-4-9Yrs-PAN INDIA,Crescendo Global Leadership Hiring India,4-9 Yrs,15-30 Lacs PA,"Hybrid - Pune, Bengaluru, Delhi / NCR","Data Science, Generative Ai, Natural Language Processing, Machine Learning, Tensorflow, Pytorch, Artificial Intelligence, Aiml",5 days ago,https://www.naukri.com/job-listings-data-scientist-gen-ai-4-9yrs-pan-india-crescendo-global-leadership-hiring-india-pune-bengaluru-delhi-ncr-4-to-9-years-140426009521,Data Scientist,2026-04-29 17:12:13,data scientist(gen ai)-4-9yrs-pan india,Data Scientist,4.0,False,15-30 Lacs PA,"['data science', 'generative ai', 'natural language processing', 'machine learning', 'tensorflow', 'pytorch', 'artificial intelligence', 'aiml']","data science, generative ai, natural language processing, machine learning, tensorflow, pytorch, artificial intelligence, aiml","data science, generative ai, natural language processing, machine learning, tensorflow, pytorch, artificial intelligence, aiml"
Naukri,Azure Data Scientist,Unify Dots,3-5 Yrs,Not Disclosed,Pune,"Data analysis, Data validation, Data modeling, Analytical, Machine learning, SDK, Information technology, Analytics",1 day ago,https://www.naukri.com/job-listings-azure-data-scientist-unify-dots-pune-3-to-5-years-280426501076,Data Scientist,2026-04-29 17:12:13,azure data scientist,Data Scientist,3.0,False,,"['data analysis', 'data validation', 'data modeling', 'analytical', 'machine learning', 'sdk', 'information technology', 'analytics']","data analysis, data validation, data modeling, analytical, machine learning, sdk, information technology, analytics","data analysis, data validation, data modeling, analytical, machine learning, sdk, information technology, analytics"
Naukri,Data Scientist,EXL,5-10 Yrs,Not Disclosed,"Hybrid - Pune, Bengaluru, Delhi / NCR","Predictive Modeling, Cloud Platforms, Generative Ai, Natural Language Processing, Deep Learning, Agentic Ai, Cloud Platform, Cloud",4 days ago,https://www.naukri.com/job-listings-data-scientist-exl-pune-bengaluru-delhi-ncr-5-to-10-years-240426031186,Data Scientist,2026-04-29 17:12:13,data scientist,Data Scientist,5.0,False,,"['predictive modeling', 'cloud platforms', 'generative ai', 'natural language processing', 'deep learning', 'agentic ai', 'cloud platform', 'cloud']","predictive modeling, cloud platforms, generative ai, natural language processing, deep learning, agentic ai, cloud platform, cloud","predictive modeling, cloud platforms, generative ai, natural language processing, deep learning, agentic ai, cloud platform, cloud"
Naukri,Data Scientist,IT MNC,10-15 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai (All Areas)","Generative Ai, Artificial Intelligence, Machine Learning, Predictive Modeling, Data Science, Natural Language Processing, Statistical Modeling, Python",Today,https://www.naukri.com/job-listings-data-scientist-erm-placement-services-kolkata-pune-mumbai-all-areas-10-to-15-years-290426012347,Data Scientist,2026-04-29 17:12:13,data scientist,Data Scientist,10.0,False,,"['generative ai', 'artificial intelligence', 'machine learning', 'predictive modeling', 'data science', 'natural language processing', 'statistical modeling', 'python']","generative ai, artificial intelligence, machine learning, predictive modeling, data science, natural language processing, statistical modeling, python","generative ai, artificial intelligence, machine learning, predictive modeling, data science, natural language processing, statistical modeling, python"
Naukri,Data Scientist,Credence Resource Management,3-8 Yrs,Not Disclosed,Pune,"Computer science, Data analysis, Data modeling, Healthcare, Workflow, US healthcare, Business intelligence, Analytics",Few hours ago,https://www.naukri.com/job-listings-data-scientist-credence-resource-management-pvt-ltd-pune-3-to-8-years-290426500781,Data Scientist,2026-04-29 17:12:13,data scientist,Data Scientist,3.0,False,,"['computer science', 'data analysis', 'data modeling', 'healthcare', 'workflow', 'us healthcare', 'business intelligence', 'analytics']","computer science, data analysis, data modeling, healthcare, workflow, us healthcare, business intelligence, analytics","computer science, data analysis, data modeling, healthcare, workflow, us healthcare, business intelligence, analytics"
Naukri,Data Scientist-4-9Yrs-PAN INDIA,Crescendo Global Leadership Hiring India,4-9 Yrs,Not Disclosed,"Hybrid - Pune, Bengaluru, Delhi / NCR","Data scientist, Agentic Ai, Generative Ai, Aiml, Python, Data Science, GenAI, Artificial Intelligence",1 day ago,https://www.naukri.com/job-listings-data-scientist-4-9yrs-pan-india-crescendo-global-leadership-hiring-india-pune-bengaluru-delhi-ncr-4-to-9-years-280426007134,Data Scientist,2026-04-29 17:12:13,data scientist-4-9yrs-pan india,Data Scientist,4.0,False,,"['data scientist', 'agentic ai', 'generative ai', 'aiml', 'python', 'data science', 'genai', 'artificial intelligence']","data scientist, agentic ai, generative ai, aiml, python, data science, genai, artificial intelligence","data scientist, agentic ai, generative ai, aiml, python, data science, genai, artificial intelligence"
Naukri,Data Scientist,ZS,6-10 Yrs,Not Disclosed,"Pune, Bengaluru, Delhi / NCR","Generative Ai, RAG, Machine Learning, Data Science, Regression, Science, Artificial Intelligence, Data",2 days ago,https://www.naukri.com/job-listings-data-scientist-zs-pune-bengaluru-delhi-ncr-6-to-10-years-270426007063,Data Scientist,2026-04-29 17:12:14,data scientist,Data Scientist,6.0,False,,"['generative ai', 'rag', 'machine learning', 'data science', 'regression', 'science', 'artificial intelligence', 'data']","generative ai, rag, machine learning, data science, regression, science, artificial intelligence, data","generative ai, rag, machine learning, data science, regression, science, artificial intelligence, data"
Naukri,Data Scientist,IntraEdge Technology,5-9 Yrs,Not Disclosed,Remote,"jupyter, Neural Networks, Statistics, Linear Algebra, Python, Predictive Modeling, LLM, SQL",6 days ago,https://www.naukri.com/job-listings-data-scientist-intraedge-technology-pune-5-to-9-years-230426018995,Data Scientist,2026-04-29 17:12:23,data scientist,Data Scientist,5.0,False,,"['jupyter', 'neural networks', 'statistics', 'linear algebra', 'python', 'predictive modeling', 'llm', 'sql']","jupyter, neural networks, statistics, linear algebra, python, predictive modeling, llm, sql","jupyter, neural networks, statistics, linear algebra, python, predictive modeling, llm, sql"
Naukri,Data Scientist,InfoCepts,7-9 Yrs,Not Disclosed,Pune,"Supply chain, Basic, Data analysis, data science, Analytical, Machine learning, Deployment, Monitoring",1 week ago,https://www.naukri.com/job-listings-data-scientist-infocepts-pune-7-to-9-years-160426502598,Data Scientist,2026-04-29 17:12:23,data scientist,Data Scientist,7.0,False,,"['supply chain', 'basic', 'data analysis', 'data science', 'analytical', 'machine learning', 'deployment', 'monitoring']","supply chain, basic, data analysis, data science, analytical, machine learning, deployment, monitoring","supply chain, basic, data analysis, data science, analytical, machine learning, deployment, monitoring"
Naukri,Data Scientist,Globant,5-10 Yrs,Not Disclosed,"Pune, Hyderabad, Bengaluru","Generative Ai, Data Science, Langchain, Artificial Intelligence, Natural Language Processing, Retrieval Augmented Generation, Computer Vision, Machine Learning",6 days ago,https://www.naukri.com/job-listings-data-scientist-globant-hyderabad-pune-bengaluru-5-to-10-years-230426029260,Data Scientist,2026-04-29 17:12:24,data scientist,Data Scientist,5.0,False,,"['generative ai', 'data science', 'langchain', 'artificial intelligence', 'natural language processing', 'retrieval augmented generation', 'computer vision', 'machine learning']","generative ai, data science, langchain, artificial intelligence, natural language processing, retrieval augmented generation, computer vision, machine learning","generative ai, data science, langchain, artificial intelligence, natural language processing, retrieval augmented generation, computer vision, machine learning"
Naukri,AI Data Scientist,Westernacher Consulting,3-8 Yrs,Not Disclosed,Pune,"Business process, Operational excellence, Business analytics, Analytical, Consulting, German, microsoft, Analytics",1 week ago,https://www.naukri.com/job-listings-ai-data-scientist-westernacher-consulting-pvt-ltd-pune-3-to-8-years-160426504094,Data Scientist,2026-04-29 17:12:24,ai data scientist,Data Scientist,3.0,False,,"['business process', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'german', 'microsoft', 'analytics']","business process, operational excellence, business analytics, analytical, consulting, german, microsoft, analytics","business process, operational excellence, business analytics, analytical, consulting, german, microsoft, analytics"
Naukri,Opening For Data Scientist (AI/ML)- Pan India,Infosys,5-10 Yrs,Not Disclosed,"Hybrid - Pune, Hyderabad, Bengaluru","Machine Learning, Python, Matplotlib, Jupyter Notebook, Deep Learning, Numpy, Scikit-Learn, SQL",2 weeks ago,https://www.naukri.com/job-listings-opening-for-data-scientist-ai-ml-pan-india-infosys-hyderabad-pune-bengaluru-5-to-10-years-090426029430,Data Scientist,2026-04-29 17:12:24,opening for data scientist (ai/ml)- pan india,Data Scientist,5.0,False,,"['machine learning', 'python', 'matplotlib', 'jupyter notebook', 'deep learning', 'numpy', 'scikit-learn', 'sql']","machine learning, python, matplotlib, jupyter notebook, deep learning, numpy, scikit-learn, sql","machine learning, python, matplotlib, jupyter notebook, deep learning, numpy, scikit-learn, sql"
Naukri,Data Scientist - BA4,Barclays,1-6 Yrs,Not Disclosed,Pune,"Analyst, Risk assessment, data visualization, Continuous improvement, Business solutions, Operations, Analytics, SQL",1 week ago,https://www.naukri.com/job-listings-data-scientist-ba4-barclays-shared-services-pune-1-to-6-years-200426501908,Data Scientist,2026-04-29 17:12:25,data scientist - ba4,Data Scientist,1.0,True,,"['analyst', 'risk assessment', 'data visualization', 'continuous improvement', 'business solutions', 'operations', 'analytics', 'sql']","analyst, risk assessment, data visualization, continuous improvement, business solutions, operations, analytics, sql","analyst, risk assessment, data visualization, continuous improvement, business solutions, operations, analytics, sql"
Naukri,Gen AI Data Scientist,Tata Consultancy Services,4-9 Yrs,Not Disclosed,"Pune, Kolkata, New Delhi","Data Science, Machine Learning, Artificial Intelligence, Python, Science, Machine, Intelligence, Data",2 weeks ago,https://www.naukri.com/job-listings-gen-ai-data-scientist-tata-consultancy-services-kolkata-new-delhi-pune-4-to-9-years-150426019751,Data Scientist,2026-04-29 17:12:25,gen ai data scientist,Data Scientist,4.0,False,,"['data science', 'machine learning', 'artificial intelligence', 'python', 'science', 'machine', 'intelligence', 'data']","data science, machine learning, artificial intelligence, python, science, machine, intelligence, data","data science, machine learning, artificial intelligence, python, science, machine, intelligence, data"
Naukri,Data Scientist (ML/LLM/GEN AI/Agentic AI),Crescendo Global,4-8 Yrs,Not Disclosed,"Hybrid - Pune, Gurugram, Bengaluru","Data Science, Machine Learning, Python, Agentic Ai, Generative Ai, Natural Language Processing, Time Series, Deep Learning",2 weeks ago,https://www.naukri.com/job-listings-data-scientist-ml-llm-gen-ai-agentic-ai-crescendo-global-leadership-hiring-india-pune-gurugram-bengaluru-4-to-8-years-140426009788,Data Scientist,2026-04-29 17:12:25,data scientist (ml/llm/gen ai/agentic ai),Data Scientist,4.0,False,,"['data science', 'machine learning', 'python', 'agentic ai', 'generative ai', 'natural language processing', 'time series', 'deep learning']","data science, machine learning, python, agentic ai, generative ai, natural language processing, time series, deep learning","data science, machine learning, python, agentic ai, generative ai, natural language processing, time series, deep learning"
Naukri,Urgent Hiring - Data Scientist (Gen Al),Calsoft,5-10 Yrs,Not Disclosed,"Hybrid - Pune, Kolkata","Agentic Ai, MCP, Retrieval Augmented Generation, AWS, Python, Predictive Modeling, Genrative Ai, Langchain",1 week ago,https://www.naukri.com/job-listings-urgent-hiring-data-scientist-gen-al-calsoft-kolkata-pune-5-to-10-years-170426018365,Data Scientist,2026-04-29 17:12:25,urgent hiring - data scientist (gen al),Data Scientist,5.0,False,,"['agentic ai', 'mcp', 'retrieval augmented generation', 'aws', 'python', 'predictive modeling', 'genrative ai', 'langchain']","agentic ai, mcp, retrieval augmented generation, aws, python, predictive modeling, genrative ai, langchain","agentic ai, mcp, retrieval augmented generation, aws, python, predictive modeling, genrative ai, langchain"
Naukri,Data Scientist Data Center Intelligence,Codvo,4-9 Yrs,Not Disclosed,Pune,"Product innovation, Failure analysis, thermal, Agile, Sensors, Forecasting, Operations, Analytics",1 week ago,https://www.naukri.com/job-listings-data-scientist-data-center-intelligence-codvo-ai-pune-4-to-9-years-200426501992,Data Scientist,2026-04-29 17:12:25,data scientist data center intelligence,Data Scientist,4.0,False,,"['product innovation', 'failure analysis', 'thermal', 'agile', 'sensors', 'forecasting', 'operations', 'analytics']","product innovation, failure analysis, thermal, agile, sensors, forecasting, operations, analytics","product innovation, failure analysis, thermal, agile, sensors, forecasting, operations, analytics"
Naukri,data scientist,CN Solutions,4-6 Yrs,Not Disclosed,Pune,"sql, data science, pytorch, machine learning algorithms, aws, algorithms, python, natural language processing",1 week ago,https://www.naukri.com/job-listings-data-scientist-cn-solutions-pune-4-to-6-years-210426909753,Data Scientist,2026-04-29 17:12:26,data scientist,Data Scientist,4.0,False,,"['sql', 'data science', 'pytorch', 'machine learning algorithms', 'aws', 'algorithms', 'python', 'natural language processing']","sql, data science, pytorch, machine learning algorithms, aws, algorithms, python, natural language processing","sql, data science, pytorch, machine learning algorithms, aws, algorithms, python, natural language processing"
Naukri,Data Scientist,Birlasoft,8-13 Yrs,Not Disclosed,Pune,"Performance tuning, Pharma, Machine learning, data governance, Data processing, Data quality, SDLC, Analytics",1 week ago,https://www.naukri.com/job-listings-data-scientist-birlasoft-india-limited-pune-8-to-13-years-170426501339,Data Scientist,2026-04-29 17:12:26,data scientist,Data Scientist,8.0,False,,"['performance tuning', 'pharma', 'machine learning', 'data governance', 'data processing', 'data quality', 'sdlc', 'analytics']","performance tuning, pharma, machine learning, data governance, data processing, data quality, sdlc, analytics","performance tuning, pharma, machine learning, data governance, data processing, data quality, sdlc, analytics"
Naukri,Data Scientist,Infogain,8-13 Yrs,Not Disclosed,"Hybrid - Pune, Bengaluru, Delhi / NCR","Artificial Intelligence, Machine Learning, Deep Learning, healthcare claims, Python, prompt engineering, embeddings, billing patterns",2 weeks ago,https://www.naukri.com/job-listings-data-scientist-infogain-pune-bengaluru-delhi-ncr-8-to-13-years-130426015058,Data Scientist,2026-04-29 17:12:26,data scientist,Data Scientist,8.0,False,,"['artificial intelligence', 'machine learning', 'deep learning', 'healthcare claims', 'python', 'prompt engineering', 'embeddings', 'billing patterns']","artificial intelligence, machine learning, deep learning, healthcare claims, python, prompt engineering, embeddings, billing patterns","artificial intelligence, machine learning, deep learning, healthcare claims, python, prompt engineering, embeddings, billing patterns"
Naukri,Data Scientist-Artificial Intelligence,IBM,8-9 Yrs,Not Disclosed,Pune,"data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap",3 weeks ago,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-pune-8-to-9-years-060426914816,Machine Learning Engineer,2026-04-29 17:12:41,data scientist-artificial intelligence,Data Scientist,8.0,False,,"['data scientist', 'kubernetes', 'python', 'github', 'natural language processing', 'ai', 'react', 'bootstrap']","data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap","data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap"
Naukri,Machine Learning Engineer,Barclays,2-8 Yrs,Not Disclosed,Pune,"Data validation, Analytical, Machine learning, Vice President, Management, Risk management, Operations, Counselling",1 week ago,https://www.naukri.com/job-listings-machine-learning-engineer-barclays-shared-services-pune-2-to-8-years-170426501406,Machine Learning Engineer,2026-04-29 17:12:41,machine learning engineer,ML Engineer,2.0,False,,"['data validation', 'analytical', 'machine learning', 'vice president', 'management', 'risk management', 'operations', 'counselling']","data validation, analytical, machine learning, vice president, management, risk management, operations, counselling","data validation, analytical, machine learning, vice president, management, risk management, operations, counselling"
Naukri,Data Scientist - Senior,Cummins,6-11 Yrs,Not Disclosed,Pune,"Computer science, Analytical, Machine learning, Agile, Manager Quality Control, Data mining, Licensing, Analytics",1 day ago,https://www.naukri.com/job-listings-data-scientist-senior-cummins-inc-pune-6-to-11-years-280426502626,Machine Learning Engineer,2026-04-29 17:12:41,data scientist - senior,Data Scientist,6.0,False,,"['computer science', 'analytical', 'machine learning', 'agile', 'manager quality control', 'data mining', 'licensing', 'analytics']","computer science, analytical, machine learning, agile, manager quality control, data mining, licensing, analytics","computer science, analytical, machine learning, agile, manager quality control, data mining, licensing, analytics"
Naukri,Machine Learning Engineer II,General Mills,6-9 Yrs,Not Disclosed,"Hybrid - Pune, Mumbai(Powai)","MLOps, Machine Learning, GCP, Python, SQL, Machine",2 weeks ago,https://www.naukri.com/job-listings-machine-learning-engineer-ii-general-mills-mumbai-pune-6-to-9-years-130426029538,Machine Learning Engineer,2026-04-29 17:12:41,machine learning engineer ii,ML Engineer,6.0,False,,"['mlops', 'machine learning', 'gcp', 'python', 'sql', 'machine']","mlops, machine learning, gcp, python, sql, machine","mlops, machine learning, gcp, python, sql, machine"
Naukri,GenAI and Machine Learning Developer/Lead Role,Ltimindtree,8-13 Yrs,Not Disclosed,"Hybrid - Pune, Noida","Artificial Intelligence, Machine Learning, Python, Statistical Modeling, Development, Statistics, Machine, Intelligence",2 weeks ago,https://www.naukri.com/job-listings-genai-and-machine-learning-developer-lead-role-ltimindtree-noida-pune-8-to-13-years-140426016132,Machine Learning Engineer,2026-04-29 17:12:41,genai and machine learning developer/lead role,ML Engineer,8.0,False,,"['artificial intelligence', 'machine learning', 'python', 'statistical modeling', 'development', 'statistics', 'machine', 'intelligence']","artificial intelligence, machine learning, python, statistical modeling, development, statistics, machine, intelligence","artificial intelligence, machine learning, python, statistical modeling, development, statistics, machine, intelligence"
Naukri,Data Science Engineer,Tata Consultancy Services,5-10 Yrs,Not Disclosed,"Pune, Hyderabad, Bengaluru","Generative Ai, Python, Data Science, Tensorflow, Artificial Intelligence, Natural Language Processing, AWS, Machine Learning",2 days ago,https://www.naukri.com/job-listings-data-science-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-10-years-070426023866,Machine Learning Engineer,2026-04-29 17:12:42,data science engineer,Data Scientist,5.0,False,,"['generative ai', 'python', 'data science', 'tensorflow', 'artificial intelligence', 'natural language processing', 'aws', 'machine learning']","generative ai, python, data science, tensorflow, artificial intelligence, natural language processing, aws, machine learning","generative ai, python, data science, tensorflow, artificial intelligence, natural language processing, aws, machine learning"
Naukri,Data Scientist,HCLTech,6-8 Yrs,Not Disclosed,"Hybrid - Pune, Hyderabad, Bengaluru","Data Science, Natural Language Processing, Machine Learning, Python, Science, Machine, Processing, Languages",2 weeks ago,https://www.naukri.com/job-listings-data-scientist-hcltech-hyderabad-pune-bengaluru-6-to-8-years-030426017346,Machine Learning Engineer,2026-04-29 17:12:42,data scientist,Data Scientist,6.0,False,,"['data science', 'natural language processing', 'machine learning', 'python', 'science', 'machine', 'processing', 'languages']","data science, natural language processing, machine learning, python, science, machine, processing, languages","data science, natural language processing, machine learning, python, science, machine, processing, languages"
Naukri,Principal/Lead Data Scientist,Fractal Analytics,11-15 Yrs,Not Disclosed,"Pune, Mumbai, Chennai, Gurugram, Bengaluru","Training, deep learning, Team management, data science, GCP, Machine learning, Deployment, Monitoring",3+ weeks ago,https://www.naukri.com/job-listings-principal-lead-data-scientist-fractal-analytics-ltd-mumbai-pune-chennai-gurugram-bengaluru-11-to-15-years-040225507529,Machine Learning Engineer,2026-04-29 17:12:42,principal/lead data scientist,Data Scientist,11.0,False,,"['training', 'deep learning', 'team management', 'data science', 'gcp', 'machine learning', 'deployment', 'monitoring']","training, deep learning, team management, data science, gcp, machine learning, deployment, monitoring","training, deep learning, team management, data science, gcp, machine learning, deployment, monitoring"
Naukri,Machine Learning Engineer,Tata Consultancy Services,4-8 Yrs,2-7 Lacs PA,"Pune, Hyderabad, Bengaluru","Large Language Model, Natural Language Processing, Machine Learning, Deep Learning, Python, Tensorflow, Pytorch, Languages",1 week ago,https://www.naukri.com/job-listings-machine-learning-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-4-to-8-years-180426008870,Machine Learning Engineer,2026-04-29 17:12:42,machine learning engineer,ML Engineer,4.0,False,2-7 Lacs PA,"['large language model', 'natural language processing', 'machine learning', 'deep learning', 'python', 'tensorflow', 'pytorch', 'languages']","large language model, natural language processing, machine learning, deep learning, python, tensorflow, pytorch, languages","large language model, natural language processing, machine learning, deep learning, python, tensorflow, pytorch, languages"
Naukri,"Senior Machine Learning Engineer(MLOps, AWS & Databricks)-(9-11 years)",Infosys,9-11 Yrs,Not Disclosed,"Hybrid - Pune, Hyderabad, Bengaluru","PySpark, GitHub, Iac Tools, MLOps, DevOps/CICD, Machine Learning, SQL, Jenkins",2 weeks ago,https://www.naukri.com/job-listings-senior-machine-learning-engineer-mlops-aws-databricks-9-11-years-infosys-hyderabad-pune-bengaluru-9-to-11-years-060426032568,Machine Learning Engineer,2026-04-29 17:12:43,"senior machine learning engineer(mlops, aws & databricks)-(9-11 years)",ML Engineer,9.0,False,,"['pyspark', 'github', 'iac tools', 'mlops', 'devops/cicd', 'machine learning', 'sql', 'jenkins']","pyspark, github, iac tools, mlops, devops/cicd, machine learning, sql, jenkins","pyspark, github, iac tools, mlops, devops/cicd, machine learning, sql, jenkins"
Naukri,Data Scientist,Infosys,5-9 Yrs,Not Disclosed,"Hybrid - Pune, Hyderabad, Bengaluru","Data Science, Natural Language Processing, Neural Networks, Computer Vision, Python, Langchain, Langgraph, Artificial Intelligence",3 weeks ago,https://www.naukri.com/job-listings-data-scientist-infosys-hyderabad-pune-bengaluru-5-to-9-years-020426027443,Machine Learning Engineer,2026-04-29 17:12:43,data scientist,Data Scientist,5.0,False,,"['data science', 'natural language processing', 'neural networks', 'computer vision', 'python', 'langchain', 'langgraph', 'artificial intelligence']","data science, natural language processing, neural networks, computer vision, python, langchain, langgraph, artificial intelligence","data science, natural language processing, neural networks, computer vision, python, langchain, langgraph, artificial intelligence"
Naukri,Senior Machine Learning Engineer,Mastercard,4-8 Yrs,Not Disclosed,Pune,"machine learning, snowflake, python, data analysis, data pipelines, ai, databricks, sql",3+ weeks ago,https://www.naukri.com/job-listings-senior-machine-learning-engineer-mastercard-india-services-private-limited-pune-4-to-8-years-010426914282,Machine Learning Engineer,2026-04-29 17:12:43,senior machine learning engineer,ML Engineer,4.0,False,,"['machine learning', 'snowflake', 'python', 'data analysis', 'data pipelines', 'ai', 'databricks', 'sql']","machine learning, snowflake, python, data analysis, data pipelines, ai, databricks, sql","machine learning, snowflake, python, data analysis, data pipelines, ai, databricks, sql"
Naukri,Palantir Lead Data Engineer,EXL,3-6 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Cloud computing, orchestration, spark, Machine learning, Agile, Data processing, Performance optimization, big data",3+ weeks ago,https://www.naukri.com/job-listings-palantir-lead-data-engineer-exl-services-com-i-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-210226500031,Machine Learning Engineer,2026-04-29 17:12:43,palantir lead data engineer,Other,3.0,False,,"['cloud computing', 'orchestration', 'spark', 'machine learning', 'agile', 'data processing', 'performance optimization', 'big data']","cloud computing, orchestration, spark, machine learning, agile, data processing, performance optimization, big data","cloud computing, orchestration, spark, machine learning, agile, data processing, performance optimization, big data"
Naukri,Machine Learning Engineer,Humancloud Technologies,5-10 Yrs,0-35 Lacs PA,"Pune, Hyderabad","AI ML, Traditional ML, Deep Learning, Ml Pipelines, Cnn, Langchain, Lstm, Natural Language Processing",1 week ago,https://www.naukri.com/job-listings-machine-learning-engineer-humancloud-technologies-hyderabad-pune-5-to-10-years-220426018008,Machine Learning Engineer,2026-04-29 17:12:44,machine learning engineer,ML Engineer,5.0,False,0-35 Lacs PA,"['ai ml', 'traditional ml', 'deep learning', 'ml pipelines', 'cnn', 'langchain', 'lstm', 'natural language processing']","ai ml, traditional ml, deep learning, ml pipelines, cnn, langchain, lstm, natural language processing","ai ml, traditional ml, deep learning, ml pipelines, cnn, langchain, lstm, natural language processing"
Naukri,Machine Learning Engineer,Synchrony,6-10 Yrs,Not Disclosed,"Pune, Hyderabad, Bengaluru","GenAI, MLOps, Machine Learning, Artificial Intelligence, Python, Ml, Machine, Intelligence",6 days ago,https://www.naukri.com/job-listings-machine-learning-engineer-synchrony-hyderabad-pune-bengaluru-6-to-10-years-230426027273,Machine Learning Engineer,2026-04-29 17:12:44,machine learning engineer,ML Engineer,6.0,False,,"['genai', 'mlops', 'machine learning', 'artificial intelligence', 'python', 'ml', 'machine', 'intelligence']","genai, mlops, machine learning, artificial intelligence, python, ml, machine, intelligence","genai, mlops, machine learning, artificial intelligence, python, ml, machine, intelligence"
Naukri,Hiring For MLOPS/Machine Learning engineer,Infosys,10-20 Yrs,30-45 Lacs PA,"Hybrid - Pune, Noida, Bengaluru","Machine Learning, Python, Azure, MLOPS, Data Bricks, Machine, Hiring, Bricks",2 weeks ago,https://www.naukri.com/job-listings-hiring-for-mlops-machine-learning-engineer-glauben-technologies-noida-pune-bengaluru-10-to-20-years-140426024640,Machine Learning Engineer,2026-04-29 17:12:50,hiring for mlops/machine learning engineer,ML Engineer,10.0,False,30-45 Lacs PA,"['machine learning', 'python', 'azure', 'mlops', 'data bricks', 'machine', 'hiring', 'bricks']","machine learning, python, azure, mlops, data bricks, machine, hiring, bricks","machine learning, python, azure, mlops, data bricks, machine, hiring, bricks"
Naukri,"Engineer 2, AI/Machine Learning",Edwards Lifesciences,3-7 Yrs,18-25 Lacs PA,Pune,"Artificial Intelligence, AWS, Machine Learning, Python, Machine, Intelligence",1 week ago,https://www.naukri.com/job-listings-engineer-2-ai-machine-learning-edwards-lifesciences-pune-3-to-7-years-160426022846,Machine Learning Engineer,2026-04-29 17:12:50,"engineer 2, ai/machine learning",ML Engineer,3.0,False,18-25 Lacs PA,"['artificial intelligence', 'aws', 'machine learning', 'python', 'machine', 'intelligence']","artificial intelligence, aws, machine learning, python, machine, intelligence","artificial intelligence, aws, machine learning, python, machine, intelligence"
Naukri,Machine Learning Engineer,Micro1,2-5 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","machine learning algorithms, machine learning, aws, mongodb, artificial intelligence, communication skills, ml, Machine",3+ weeks ago,https://www.naukri.com/job-listings-machine-learning-engineer-micro1-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-290425501301,Machine Learning Engineer,2026-04-29 17:12:50,machine learning engineer,ML Engineer,2.0,False,,"['machine learning algorithms', 'machine learning', 'aws', 'mongodb', 'artificial intelligence', 'communication skills', 'ml', 'machine']","machine learning algorithms, machine learning, aws, mongodb, artificial intelligence, communication skills, ml, machine","machine learning algorithms, machine learning, aws, mongodb, artificial intelligence, communication skills, ml, machine"
Naukri,Machine Learning Engineer,ZeMoSo Technologies,4-8 Yrs,Not Disclosed,"Hybrid - Pune, Hyderabad, Bengaluru","Machine Learning, Pytorch, Tensorflow, Natural Language Processing, Ml Pipelines, Deep Learning, Languages, Pipeline",2 weeks ago,https://www.naukri.com/job-listings-machine-learning-engineer-zemoso-technologies-hyderabad-pune-bengaluru-4-to-8-years-110326011782,Machine Learning Engineer,2026-04-29 17:12:50,machine learning engineer,ML Engineer,4.0,False,,"['machine learning', 'pytorch', 'tensorflow', 'natural language processing', 'ml pipelines', 'deep learning', 'languages', 'pipeline']","machine learning, pytorch, tensorflow, natural language processing, ml pipelines, deep learning, languages, pipeline","machine learning, pytorch, tensorflow, natural language processing, ml pipelines, deep learning, languages, pipeline"
Naukri,"Engineer Lead , Artificial Intelligence / Machine Learning",FIS,10-15 Yrs,Not Disclosed,Pune,"Artificial Intelligence, Machine learning, python, llm, redis, pandas, tensorflow, restful apis",1 week ago,https://www.naukri.com/job-listings-engineer-lead-artificial-intelligence-machine-learning-fis-global-business-solutions-india-pvt-ltd-pune-10-to-15-years-210426912210,Machine Learning Engineer,2026-04-29 17:12:51,"engineer lead , artificial intelligence / machine learning",ML Engineer,10.0,False,,"['artificial intelligence', 'machine learning', 'python', 'llm', 'redis', 'pandas', 'tensorflow', 'restful apis']","artificial intelligence, machine learning, python, llm, redis, pandas, tensorflow, restful apis","artificial intelligence, machine learning, python, llm, redis, pandas, tensorflow, restful apis"
